,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
866,GEORGETOWN-MI.GOV,City,Non-Federal Agency,Jenison,MI,42.9072488,-85.79197656
894,GPSHORESMI.GOV,City,Non-Federal Agency,Grosse Pointe Shores,MI,42.43669856,-82.87685625
976,HAYESTOWNSHIPMI.GOV,City,Non-Federal Agency,Charlevoix,MI,45.31805837,-85.25839591
1045,HURONTOWNSHIP-MI.GOV,City,Non-Federal Agency,New Boston,MI,42.16253789,-83.40298556
1116,KINROSSTOWNSHIP-MI.GOV,City,Non-Federal Agency,Kincheloe,MI,42.01965757,-86.05213898
1153,LANSINGMI.GOV,City,Non-Federal Agency,Lansing,MI,42.73253831,-84.55552678
1166,LAWTONMI.GOV,City,Non-Federal Agency,Lawton,MI,42.16725797,-85.84694819
1188,LEROYTOWNSHIP-MI.GOV,City,Non-Federal Agency,Webberville,MI,42.66697913,-84.17412713
1251,LUDINGTON-MI.GOV,City,Non-Federal Agency,Ludington,MI,43.9552778,-86.45257644
1262,MACOMB-MI.GOV,City,Non-Federal Agency,Macomb,MI,42.70086562,-82.95908645
1285,MANISTEEMI.GOV,City,Non-Federal Agency,Traverse City,MI,44.76305962,-85.62062727
1388,MONROEMI.GOV,City,Non-Federal Agency,Monroe,MI,41.91642773,-83.39770753
1428,MUNDYTWP-MI.GOV,City,Non-Federal Agency,Swartz Creek,MI,42.95724837,-83.83050612
1435,MUSKEGON-MI.GOV,City,Non-Federal Agency,Muskegon,MI,43.23417629,-86.24838906
1503,NILESTWPMI.GOV,City,Non-Federal Agency,Niles,MI,41.82976992,-86.25417555
1531,NORTHFIELDMI.GOV,City,Non-Federal Agency,Whitmore Lake,MI,42.43947931,-83.74382581
1546,NORWAYMI.GOV,City,Non-Federal Agency,Norway,MI,45.78689877,-87.90373817
1563,OAKPARKMI.GOV,City,Non-Federal Agency,Oak Park,MI,42.45947554,-83.18270759999999
1590,OSCODATOWNSHIPMI.GOV,City,Non-Federal Agency,Oscoda,MI,44.42028904,-83.33079846
1653,PITTSFIELD-MI.GOV,City,Non-Federal Agency,Ann Arbor,MI,42.27755668,-83.74087857
1681,PORTAGE-MI.GOV,City,Non-Federal Agency,Portage,MI,42.20114896,-85.57999587
1682,PORTAGEMI.GOV,City,Non-Federal Agency,Portage,MI,42.20114896,-85.57999587
1792,ROMI.GOV,City,Non-Federal Agency,Royal Oak,MI,42.48947888,-83.14464998
1795,ROSEVILLE-MI.GOV,City,Non-Federal Agency,Roseville,MI,42.49725869,-82.93713740000001
1801,ROYALOAKMI.GOV,City,Non-Federal Agency,Royal Oak,MI,42.48947888,-83.14464998
1842,SAULTSTEMARIE-MI.GOV,City,Non-Federal Agency,Sault Ste Marie,MI,46.50836925,-84.36073907
1859,SEBEWAINGMI.GOV,City,Non-Federal Agency,Sebewaing,MI,43.7322371,-83.45106829
1955,STERLINGHEIGHTSMI.GOV,City,Non-Federal Agency,Sterling Heights,MI,42.58030782,-83.03019814
1970,STURGISMI.GOV,City,Non-Federal Agency,Sturgis,MI,41.79921763,-85.41914865
2078,TRAVERSECITYMI.GOV,City,Non-Federal Agency,Traverse City,MI,44.76305962,-85.62062727
2087,TROYMI.GOV,City,Non-Federal Agency,Troy,MI,42.60558657,-83.14992801
2133,VERMONTVILLE-MI.GOV,City,Non-Federal Agency,Vermontville,MI,42.628917,-85.02415570000001
2157,VILLAGEOFNEWHAVEN-MI.GOV,City,Non-Federal Agency,New Haven,MI,43.09363576,-84.15330748
2199,WATERFORDMI.GOV,City,Non-Federal Agency,Waterford,MI,42.702247,-83.40271558
2312,WYOMINGMI.GOV,City,Non-Federal Agency,Wyoming,MI,42.91335926,-85.70530975
2322,ZILWAUKEEMICHIGAN.GOV,City,Non-Federal Agency,Zilwaukee,MI,43.4764078,-83.92052963
