,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
221,BRECKENRIDGETX.GOV,City,Non-Federal Agency,Breckenridge,TX,32.75567713,-98.90228768
251,BROWNWOODTEXAS.GOV,City,Non-Federal Agency,Brownwood,TX,31.70931748,-98.99115929999999
252,BRYANTX.GOV,City,Non-Federal Agency,Bryan,TX,30.67435982,-96.3699574
260,BULVERDETX.GOV,City,Non-Federal Agency,Bulverde,TX,29.7438289,-98.45306555
261,BUNKERHILLTX.GOV,City,Non-Federal Agency,HOUSTON,TX,29.76327617,-95.36326623
282,CALDWELLTX.GOV,City,Non-Federal Agency,Caldwell,TX,30.53131752,-96.69302873
297,CANTONTX.GOV,City,Non-Federal Agency,Canton,TX,32.55651581,-95.86329786
313,CASTROVILLETX.GOV,City,Non-Federal Agency,Castroville,TX,29.35578783,-98.87863778
319,CEDARPARKTEXAS.GOV,City,Non-Federal Agency,Cedar Park,TX,30.50519734,-97.82028670000001
322,CELINA-TX.GOV,City,Non-Federal Agency,Celina,TX,33.32455715,-96.78443812
327,CENTERVILLETX.GOV,City,Non-Federal Agency,College Station,TX,30.62797794,-96.33440605
368,CIBOLOTX.GOV,City,Non-Federal Agency,Cibolo,TX,29.56161757,-98.22695611
387,CITYOFBURTON-TX.GOV,City,Non-Federal Agency,Burton,TX,32.29347815,-97.44445755
411,CITYOFGALENAPARK-TX.GOV,City,Non-Federal Agency,Galena Park,TX,29.73355631,-95.23020853
424,CITYOFHONDO-TX.GOV,City,Non-Federal Agency,Hondo,TX,29.34745907,-99.14141896
425,CITYOFHOUSTON.GOV,City,Non-Federal Agency,Houston,TX,29.76327617,-95.36326623
426,CITYOFHUMBLE-TX.GOV,City,Non-Federal Agency,Humble,TX,29.99882577,-95.26215570000001
427,CITYOFHUMBLETX.GOV,City,Non-Federal Agency,Humble,TX,29.99882577,-95.26215570000001
428,CITYOFHUNTSVILLETX.GOV,City,Non-Federal Agency,Huntsville,TX,30.72352696,-95.55077809
440,CITYOFLINDALETX.GOV,City,Non-Federal Agency,LINDALE,TX,32.51569993,-95.40939613
442,CITYOFLUBBOCKTX.GOV,City,Non-Federal Agency,Lubbock,TX,33.57785767,-101.85516870000001
491,CITYOFTYLER-TX.GOV,City,Non-Federal Agency,Tyler,TX,32.35125752,-95.30105925
492,CITYOFTYLERTX.GOV,City,Non-Federal Agency,Tyler,TX,32.35125752,-95.30105925
496,CITYOFWESTONLAKES-TX.GOV,City,Non-Federal Agency,Fulshear,TX,29.68995968,-95.89967713
508,CLEARLAKESHORES-TX.GOV,City,Non-Federal Agency,Clear Lake Shores,TX,29.54744832,-95.03214961
534,COLLINCOUNTYTEXAS.GOV,City,Non-Federal Agency,Mckinney,TX,33.19761892,-96.61526663
535,COLLINCOUNTYTX.GOV,City,Non-Federal Agency,McKinney,TX,33.19761892,-96.61526663
561,COPPELLTX.GOV,City,Non-Federal Agency,Coppell,TX,32.95456848,-97.01500666
562,COPPERASCOVETX.GOV,City,Non-Federal Agency,Copperas Cove,TX,31.12405892,-97.90307935
563,COR.GOV,City,Non-Federal Agency,Richardson,TX,32.94817905,-96.72971847
571,CORPUSCHRISTI-TX.GOV,City,Non-Federal Agency,Corpus Christi,TX,27.80057734,-97.39637931
593,CROSSROADSTX.GOV,City,Non-Federal Agency,Crossroads,TX,31.56513678,-101.60733959999999
606,DALHARTTX.GOV,City,Non-Federal Agency,Dalhart,TX,36.05947746,-102.5132488
608,DALLASCITYHALL-TX.GOV,City,Non-Federal Agency,Dallas,TX,32.7830572,-96.80666614
629,DECATURTX.GOV,City,Non-Federal Agency,Decatur,TX,33.23427716,-97.58613647
634,DEERPARKTX.GOV,City,Non-Federal Agency,Deer Park,TX,29.70522682,-95.12381998
645,DESOTOTEXAS.GOV,City,Non-Federal Agency,DeSoto,TX,32.58985785,-96.85694918
651,DICKINSON-TX.GOV,City,Non-Federal Agency,Dickinson,TX,29.46078601,-95.05131791
652,DICKINSONTEXAS.GOV,City,Non-Federal Agency,Dickinson,TX,29.46078601,-95.05131791
669,DUMASTX.GOV,City,Non-Federal Agency,Dumas,TX,35.86558967,-101.9732382
673,DUNCANVILLETX.GOV,City,Non-Federal Agency,Duncanville,TX,32.65179935,-96.90833912
687,EAGLELAKE-TX.GOV,City,Non-Federal Agency,Eagle Lake,TX,29.58967708,-96.33357812
695,EASTLANDTEXAS.GOV,City,Non-Federal Agency,Eastland,TX,32.40151806,-98.8175557
697,EASTMOUNTAINTX.GOV,City,Non-Federal Agency,East Mountain,TX,32.5937455,-94.85548629
728,ELLAGO-TX.GOV,City,Non-Federal Agency,El Lago,TX,29.5635569,-95.04520745
737,ELPASOTEXAS.GOV,City,Non-Federal Agency,El Paso,TX,31.7587186,-106.48692709999999
738,EMERALDBAY-TX.GOV,City,Non-Federal Agency,Bullard,TX,32.13987978,-95.32022755
745,ENNISTX.GOV,City,Non-Federal Agency,Ennis,TX,32.32930847,-96.62526924
754,EULESSTX.GOV,City,Non-Federal Agency,Euless,TX,32.83706591,-97.08194722
777,FARMERSBRANCHTX.GOV,City,Non-Federal Agency,Farmers Branch,TX,32.92650897,-96.89611821
787,FERRISTEXAS.GOV,City,Non-Federal Agency,Ferris,TX,32.5340268,-96.66554967
794,FLATONIATX.GOV,City,Non-Federal Agency,Flatonia,TX,29.68772788,-97.10859835
798,FLORESVILLETX.GOV,City,Non-Federal Agency,Floresville,TX,29.13357955,-98.1561189
811,FORTWORTH-TEXAS.GOV,City,Non-Federal Agency,Fort Worth,TX,32.72540832,-97.32084902
812,FORTWORTH-TX.GOV,City,Non-Federal Agency,Fort Worth,TX,32.72540832,-97.32084902
813,FORTWORTHTEXAS.GOV,City,Non-Federal Agency,Fort Worth,TX,32.72540832,-97.32084902
839,FRISCOTEXAS.GOV,City,Non-Federal Agency,Frisco,TX,33.15066558,-96.82360714
840,FRISCOTX.GOV,City,Non-Federal Agency,Frisco,TX,33.15066558,-96.82360714
845,FULSHEARTEXAS.GOV,City,Non-Federal Agency,Fulshear,TX,29.68995968,-95.89967713
855,GALVESTONTX.GOV,City,Non-Federal Agency,Galveston,TX,29.30134716,-94.79769792
859,GARLANDTX.GOV,City,Non-Federal Agency,Garland,TX,32.91261871,-96.63887603
868,GEORGETOWNTX.GOV,City,Non-Federal Agency,Georgetown,TX,30.63268902,-97.67722639
878,GLENNHEIGHTSTX.GOV,City,Non-Federal Agency,Glenn Heights,TX,32.5487495,-96.85666571
885,GODLEYTX.GOV,City,Non-Federal Agency,Godley,TX,32.44902934,-97.52668775
906,GRAPEVINETEXAS.GOV,City,Non-Federal Agency,Grapevine,TX,32.93428878,-97.07806856
907,GRAPEVINETX.GOV,City,Non-Federal Agency,Grapevine,TX,32.93428878,-97.07806856
915,GREENHOUSTONTX.GOV,City,Non-Federal Agency,Houston,TX,29.76327617,-95.36326623
923,GREYFOREST-TX.GOV,City,Non-Federal Agency,Grey Forest,TX,29.61549579,-98.68085783
935,GUNTERTX.GOV,City,Non-Federal Agency,Gunter,TX,32.8687296,-95.62967859
983,HEDWIGTX.GOV,City,Non-Federal Agency,Houston,TX,29.76327617,-95.36326623
985,HELOTES-TX.GOV,City,Non-Federal Agency,Helotes,TX,29.57800961,-98.68974904
990,HEREFORD-TX.GOV,City,Non-Federal Agency,Hereford,TX,34.81505889,-102.397699
995,HICKORYCREEK-TX.GOV,City,Non-Federal Agency,Hickory Creek,TX,33.1223361,-97.04305717
1015,HOLLYWOODPARK-TX.GOV,City,Non-Federal Agency,Hollywood Park,TX,29.60049862,-98.48723551
1018,HONDO-TX.GOV,City,Non-Federal Agency,Hondo,TX,29.34745907,-99.14141896
1029,HORSESHOE-BAY-TX.GOV,City,Non-Federal Agency,Horseshoe Bay,TX,30.54824952,-98.33779927
1031,HOUSTONTX.GOV,City,Non-Federal Agency,Houston,TX,29.76327617,-95.36326623
1037,HUMBLETX.GOV,City,Non-Federal Agency,Humble,TX,29.99882577,-95.26215570000001
1043,HUNTSVILLETX.GOV,City,Non-Federal Agency,Huntsville,TX,30.72352696,-95.55077809
1046,HURSTTX.GOV,City,Non-Federal Agency,Hurst,TX,32.82345912,-97.17056685
1047,HUTTOTX.GOV,City,Non-Federal Agency,Hutto,TX,30.54269701,-97.54666598
1062,INGLESIDETX.GOV,City,Non-Federal Agency,Ingleside,TX,27.87779949,-97.21165721
1075,JACINTOCITY-TX.GOV,City,Non-Federal Agency,Jacinto City,TX,29.7674473,-95.23381721
1103,KEMAH-TX.GOV,City,Non-Federal Agency,Kemah,TX,29.54272824,-95.02047765
1108,KERRVILLETX.GOV,City,Non-Federal Agency,Kerrville,TX,30.04742596,-99.14031656
1109,KILLEENTEXAS.GOV,City,Non-Federal Agency,Killeen,TX,31.11711604,-97.7277974
1136,LAKEJACKSON-TX.GOV,City,Non-Federal Agency,Lake Jackson,TX,29.0338594,-95.43438692
1137,LAKEJACKSONTX.GOV,City,Non-Federal Agency,Lake Jackson,TX,29.0338594,-95.43438692
1148,LAKEWAY-TX.GOV,City,Non-Federal Agency,Lakeway,TX,30.36376589,-97.97958606
1155,LAPORTETX.GOV,City,Non-Federal Agency,La Porte,TX,29.66577882,-95.01936624
1156,LAREDOTEXAS.GOV,City,Non-Federal Agency,Laredo,TX,27.50640694,-99.50753797
1164,LAVERNIA-TX.GOV,City,Non-Federal Agency,La Vernia,TX,29.35634578,-98.1155595
1170,LEAGUECITY-TX.GOV,City,Non-Federal Agency,League City,TX,29.50744687,-95.09492804
1171,LEAGUECITYTX.GOV,City,Non-Federal Agency,League City,TX,29.50744687,-95.09492804
1172,LEANDERTX.GOV,City,Non-Federal Agency,Leander,TX,30.5788063,-97.85306629
1187,LEONVALLEYTEXAS.GOV,City,Non-Federal Agency,Leon Valley,TX,29.49522596,-98.61862835
1196,LIBERTYHILLTX.GOV,City,Non-Federal Agency,Liberty Hill,TX,30.67380637,-97.14331727
1204,LINDALE-TX.GOV,City,Non-Federal Agency,Lindale,TX,32.51569993,-95.40939613
1205,LINDALETX.GOV,City,Non-Federal Agency,Lindale,TX,32.51569993,-95.40939613
1223,LONEOAKTX.GOV,City,Non-Federal Agency,LONE OAK,TX,29.36689735,-98.24472953
1231,LONGVIEWTEXAS.GOV,City,Non-Federal Agency,Longview,TX,32.50069826,-94.74048999
1232,LONGVIEWTX.GOV,City,Non-Federal Agency,Longview,TX,32.50069826,-94.74048999
1233,LORENATX.GOV,City,Non-Federal Agency,Lorena,TX,31.38655663,-97.21555836
1238,LOTT-TX.GOV,City,Non-Federal Agency,Lott,TX,31.20350837,-97.03665873
1250,LUBBOCKTX.GOV,City,Non-Federal Agency,Lubbock,TX,33.57785767,-101.85516870000001
1288,MANSFIELD-TX.GOV,City,Non-Federal Agency,Mansfield,TX,32.56318871,-97.14167942
1291,MANSFIELDTEXAS.GOV,City,Non-Federal Agency,Mansfield,TX,32.56318871,-97.14167942
1298,MARBLEFALLSTX.GOV,City,Non-Federal Agency,Marble Falls,TX,30.57823935,-98.27279804
1323,MCTX.GOV,City,Non-Federal Agency,Missouri City,TX,29.61856901,-95.53771575
1324,MEADOWSPLACETX.GOV,City,Non-Federal Agency,Meadows Place,TX,29.65133961,-95.58799879
1341,MESQUITETX.GOV,City,Non-Federal Agency,Mesquite,TX,32.76679565,-96.59915806
1356,MIDLANDTEXAS.GOV,City,Non-Federal Agency,Midland,TX,31.99734593,-102.0779079
1357,MIDLOTHIANTX.GOV,City,Non-Federal Agency,Midlothian,TX,32.48235789,-96.99444798
1376,MINERALWELLSTX.GOV,City,Non-Federal Agency,Mineral Wells,TX,32.80845745,-98.11281924
1383,MISSOURICITYTEXAS.GOV,City,Non-Federal Agency,Missouri City,TX,29.61856901,-95.53771575
1384,MISSOURICITYTX.GOV,City,Non-Federal Agency,Missouri City,TX,29.61856901,-95.53771575
1397,MONTGOMERYTEXAS.GOV,City,Non-Federal Agency,Montgomery,TX,30.38825721,-95.69633567
1400,MOODYTX.GOV,City,Non-Federal Agency,Moody,TX,31.30822758,-97.36139942
1431,MURPHYTX.GOV,City,Non-Federal Agency,Murphy,TX,33.01511961,-96.61304832
1437,MYARLINGTONTX.GOV,City,Non-Federal Agency,Arlington,TX,32.73568991,-97.10806740000001
1452,NAVASOTATX.GOV,City,Non-Federal Agency,Navasota,TX,30.38797824,-96.08772894
1476,NEWHOPETX.GOV,City,Non-Federal Agency,New Hope,TX,32.86844613,-99.79953956
1572,ODESSA-TX.GOV,City,Non-Federal Agency,Odessa,TX,31.84567788,-102.3676372
1606,PANORAMAVILLAGETX.GOV,City,Non-Federal Agency,Panorama Village,TX,30.38103985,-95.49354767
1608,PARISTEXAS.GOV,City,Non-Federal Agency,Paris,TX,33.6609383,-95.55550717
1614,PASADENATX.GOV,City,Non-Federal Agency,Pasadena,TX,29.69105758,-95.20909641
1623,PEARLANDTX.GOV,City,Non-Federal Agency,Pearland,TX,29.56356589,-95.28604858
1624,PECOSTX.GOV,City,Non-Federal Agency,Pecos,TX,31.4229089,-103.49322579999999
1634,PFLUGERVILLETX.GOV,City,Non-Federal Agency,Pflugerville,TX,30.43936818,-97.61999597
1635,PHARR-TX.GOV,City,Non-Federal Agency,Pharr,TX,26.19479583,-98.18361596
1657,PLANO.GOV,City,Non-Federal Agency,Plano,TX,33.01983969,-96.69888721
1660,PLEASANTONTX.GOV,City,Non-Federal Agency,Pleasanton,TX,28.96718882,-98.47862778
1685,PORTARTHURTX.GOV,City,Non-Federal Agency,Port Arthur,TX,29.89882664,-93.92877552
1691,PORTLANDTX.GOV,City,Non-Federal Agency,Portland,TX,27.87724603,-97.32387725
1698,PRAIRIEVIEWTEXAS.GOV,City,Non-Federal Agency,Prairie View,TX,30.09326789,-95.98772981
1706,PRINCETONTX.GOV,City,Non-Federal Agency,Princeton,TX,33.18011997,-96.49803853
1709,PROSPERTX.GOV,City,Non-Federal Agency,Prosper,TX,33.23622999,-96.80110914
1723,RANGERTX.GOV,City,Non-Federal Agency,Ranger,TX,32.469849,-98.6789455
1729,READYHOUSTONTX.GOV,City,Non-Federal Agency,Houston,TX,29.76327617,-95.36326623
1730,READYSOUTHTEXAS.GOV,City,Non-Federal Agency,San Antonio,TX,29.42411877,-98.49362945
1747,RICETX.GOV,City,Non-Federal Agency,Rice,TX,32.24375756,-96.49859648
1754,RICHMONDTX.GOV,City,Non-Federal Agency,RICHMOND,TX,29.58217624,-95.76077895
1756,RICHWOODTX.GOV,City,Non-Federal Agency,Richwood,TX,29.05607843,-95.40993609
1793,ROSEHILLACRESTX.GOV,City,Non-Federal Agency,Rose Hill Acres,TX,30.19826607,-94.19490891
1794,ROSENBERGTX.GOV,City,Non-Federal Agency,Rosenberg,TX,29.55717646,-95.80855571
1798,ROUNDROCKTEXAS.GOV,City,Non-Federal Agency,Round Rock,TX,30.50825706,-97.67889574
1800,ROWLETTTX.GOV,City,Non-Federal Agency,Rowlett,TX,32.90289957,-96.56387669
1816,SALADOTX.GOV,City,Non-Federal Agency,Salado,TX,30.94712562,-97.53861619
1822,SANANTONIO.GOV,City,Non-Federal Agency,San Antonio,TX,29.42411877,-98.49362945
1827,SANMARCOSTEXAS.GOV,City,Non-Federal Agency,San Marcos,TX,29.88326702,-97.94138895
1828,SANMARCOSTX.GOV,City,Non-Federal Agency,San Marcos,TX,29.88326702,-97.94138895
1847,SCHERTZ-TX.GOV,City,Non-Federal Agency,Schertz,TX,29.55216841,-98.26972931
1853,SEABROOKTX.GOV,City,Non-Federal Agency,Seabrook,TX,29.56411935,-95.0254767
1863,SEGUINTEXAS.GOV,City,Non-Federal Agency,Seguin,TX,29.56883943,-97.96472838
1886,SIMONTONTEXAS.GOV,City,Non-Federal Agency,simonton,TX,29.67939912,-95.97717825
1906,SOMERSETTX.GOV,City,Non-Federal Agency,Somerset,TX,29.22634782,-98.65779738
1924,SOUTHPADRETEXAS.GOV,City,Non-Federal Agency,South Padre Island,TX,26.10368792,-97.16468587
1942,STAFFORDTX.GOV,City,Non-Federal Agency,stafford,TX,29.61606724,-95.55771647
1952,STEPHENVILLETX.GOV,City,Non-Federal Agency,Stephenville,TX,32.22069711,-98.2022578
1976,SUGARLANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX,29.61967592,-95.63494762
2002,TAYLORTX.GOV,City,Non-Federal Agency,Taylor,TX,30.57075652,-97.40943715
2008,TEMPLETX.GOV,City,Non-Federal Agency,Temple,TX,31.09822671,-97.34277557
2010,THECOLONYTX.GOV,City,Non-Federal Agency,The Colony,TX,33.08900755,-96.88638557
2011,THEWOODLANDS-TX.GOV,City,Non-Federal Agency,The Woodlands,TX,30.15798565,-95.48937654
2012,THEWOODLANDSTOWNSHIP-TX.GOV,City,Non-Federal Agency,The Woodlands,TX,30.15798565,-95.48937654
2018,TIOGATX.GOV,City,Non-Federal Agency,Tioga,TX,33.46677603,-96.91833723
2023,TOMBALLTX.GOV,City,Non-Federal Agency,Tomball,TX,30.09715554,-95.6160493
2083,TROPHYCLUBTX.GOV,City,Non-Federal Agency,Trophy Club,TX,32.99789964,-97.18361569
2097,TULIA-TX.GOV,City,Non-Federal Agency,Tulia,TX,34.53588566,-101.7585172
2111,UCTX.GOV,City,Non-Federal Agency,Universal City,TX,29.54800627,-98.29111592
2120,UNIVERSALCITYTEXAS.GOV,City,Non-Federal Agency,Universal City,TX,29.54800627,-98.29111592
2128,UVALDETX.GOV,City,Non-Federal Agency,Uvalde,TX,29.2096768,-99.78616675
2137,VERNONTX.GOV,City,Non-Federal Agency,Vernon,TX,34.1545265,-99.26507699
2165,VILLAGEOFVOLENTE-TX.GOV,City,Non-Federal Agency,Volente,TX,30.43380667,-97.9036193
2169,VOLENTETEXAS.GOV,City,Non-Federal Agency,Volente,TX,30.43380667,-97.9036193
2171,VONORMYTX.GOV,City,Non-Federal Agency,Von Ormy,TX,29.28912625,-98.64445606
2172,WACOTX.GOV,City,Non-Federal Agency,Waco,TX,31.54932968,-97.14666947
2210,WEATHERFORDTX.GOV,City,Non-Federal Agency,Weatherford,TX,32.75929931,-97.79724874
2222,WESLACOTX.GOV,City,Non-Federal Agency,Weslaco,TX,26.15951896,-97.99083956
2252,WESTUTX.GOV,City,Non-Federal Agency,West University Place ,TX,29.71800569,-95.43382897
2266,WICHITAFALLSTX.GOV,City,Non-Federal Agency,Wichita Falls,TX,33.91370787,-98.49338647
2289,WINDCREST-TX.GOV,City,Non-Federal Agency,Windcrest,TX,29.51550566,-98.380289
2300,WOODCREEKTX.GOV,City,Non-Federal Agency,Woodcreek,TX,30.02826666,-98.11111839
2306,WOODVILLE-TX.GOV,City,Non-Federal Agency,Woodville,TX,30.77519588,-94.41547933
2311,WYLIETEXAS.GOV,City,Non-Federal Agency,Wylie,TX,33.01511961,-96.53887691
2318,YORKTOWNTX.GOV,City,Non-Federal Agency,Yorktown,TX,28.98108808,-97.50276787
