,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
1806,RUMSONNJ.GOV,City,Non-Federal Agency,Rumson,NJ,40.37204777,-73.99902704
1810,SADDLEBROOKNJ.GOV,City,Non-Federal Agency,Saddlebrook,NJ,40.89898701,-74.09263674
1850,SCOTCHPLAINSNJ.GOV,City,Non-Federal Agency,SCOTCH PLAINS,NJ,40.65537863,-74.38986686
1860,SECAUCUSNJ.GOV,City,Non-Federal Agency,Secaucus,NJ,40.79671559,-74.05531705
1912,SOUTHAMBOYNJ.GOV,City,Non-Federal Agency,South Amboy,NJ,40.47787838,-74.29069566
1916,SOUTHBRUNSWICKNJ.GOV,City,Non-Federal Agency,South Brunswick,NJ,40.37926963,-74.56626921
1944,STANHOPENJ.GOV,City,Non-Federal Agency,Stanhope,NJ,40.90287917,-74.70904604
2003,TEANECKNJ.GOV,City,Non-Federal Agency,Teaneck,NJ,40.89759664,-74.01596804
2077,TOWNSHIPOFTABERNACLE-NJ.GOV,City,Non-Federal Agency,Tabernacle,NJ,38.98399745,-74.90516564
2108,TWPOCEANNJ.GOV,City,Non-Federal Agency,Waretown,NJ,39.79150929,-74.19513764
2113,UNIONBEACHNJ.GOV,City,Non-Federal Agency,Union Beach,NJ,40.44649817,-74.17819665
2118,UNIONTWP-HCNJ.GOV,City,Non-Federal Agency,HAMPTON,NJ,40.70703855,-74.95599763
2123,UPPERTOWNSHIPNJ.GOV,City,Non-Federal Agency,Petersburg,NJ,40.87953974,-74.85766785
2141,VICTORYGARDENSNJ.GOV,City,Non-Federal Agency,Victory Gardens,NJ,40.87592656,-74.54237633
2191,WASHINGTONBORO-NJ.GOV,City,Non-Federal Agency,Washington,NJ,40.75842849,-74.97933705
2197,WATCHUNGNJ.GOV,City,Non-Federal Agency,Watchung,NJ,40.63787968,-74.45098944
2214,WEEHAWKENNJ.GOV,City,Non-Federal Agency,Weehawken,NJ,40.769547,-74.02041815
2224,WESTAMPTONNJ.GOV,City,Non-Federal Agency,Westampton,NJ,40.0167773,-74.83293805
2231,WESTFIELDNJ.GOV,City,Non-Federal Agency,Westfield,NJ,40.65898731,-74.34736813
2256,WESTWOODNJ.GOV,City,Non-Federal Agency,Westwood,NJ,40.99120633,-74.03263906
2277,WILLINGBORONJ.GOV,City,Non-Federal Agency,Willingboro,NJ,40.02788681,-74.86904734
