,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
851,GALLAWAYTN.GOV,City,Non-Federal Agency,Gallaway,TN,35.32591656,-89.61618721
863,GATLINBURGTN.GOV,City,Non-Federal Agency,Gatlinburg,TN,35.71425909,-83.51015705
869,GERMANTOWN-TN.GOV,City,Non-Federal Agency,Germantown,TN,35.08675828,-89.8100885
890,GOODLETTSVILLE-TN.GOV,City,Non-Federal Agency,Goodlettsville,TN,36.32310907,-86.7133283
912,GREENEVILLETN.GOV,City,Non-Federal Agency,Greeneville,TN,36.16315726,-82.83098732
988,HENDERSONTN.GOV,City,Non-Federal Agency,Henderson,TN,35.439239,-88.64143871
1084,JAMESTOWNTN.GOV,City,Non-Federal Agency,Jamestown,TN,36.4275673,-84.93188689
1093,JOHNSONCITYTN.GOV,City,Non-Federal Agency,Johnson City,TN,36.31343942,-82.35346719
1113,KINGSPORTTN.GOV,City,Non-Federal Agency,Kingsport,TN,36.54842657,-82.56181670000001
1115,KINGSTONSPRINGS-TN.GOV,City,Non-Federal Agency,Kingston Springs,TN,36.10199869,-87.11500766
1125,KNOXVILLETN.GOV,City,Non-Federal Agency,Knoxville,TN,35.96063923,-83.92073661
1129,LAFOLLETTETN.GOV,City,Non-Federal Agency,LaFollette,TN,36.38285926,-84.11992944
1139,LAKELANDTN.GOV,City,Non-Federal Agency,Lakeland,TN,35.23063751,-89.74035819
1142,LAKESITETN.GOV,City,Non-Federal Agency,Lakesite,TN,35.20867946,-85.12689958
1163,LAVERGNETN.GOV,City,Non-Federal Agency,La Vergne,TN,36.01561985,-86.58193996
1165,LAWRENCEBURGTN.GOV,City,Non-Federal Agency,Lawrenceburg,TN,35.24229598,-87.33473666
1184,LENOIRCITYTN.GOV,City,Non-Federal Agency,Lenoir City,TN,35.79729923,-84.25602886
1189,LEWISBURGTN.GOV,City,Non-Federal Agency,Lewisburg,TN,35.44923711,-86.78888559999999
1193,LEXINGTONTN.GOV,City,Non-Federal Agency,Lexington,TN,35.65089572,-88.39337572
1242,LOUISVILLETN.GOV,City,Non-Federal Agency,Louisville,TN,35.82174556,-84.04795832
1312,MARYVILLE-TN.GOV,City,Non-Federal Agency,maryville,TN,35.75646985,-83.9704572
1321,MCKENZIETN.GOV,City,Non-Federal Agency,McKenzie,TN,36.13255998,-88.51865809999998
1330,MEMPHISTN.GOV,City,Non-Federal Agency,Memphis,TN,35.14952771,-90.04897681
1368,MILLINGTONTN.GOV,City,Non-Federal Agency,Millington,TN,35.34146718,-89.89730877
1414,MOUNTCARMELTN.GOV,City,Non-Federal Agency,Mount Carmel,TN,35.4978463,-88.00780944
1416,MOUNTPLEASANTTN.GOV,City,Non-Federal Agency,Mount Pleasant,TN,35.53423907,-87.206948
1423,MTJULIET-TN.GOV,City,Non-Federal Agency,Mt Juliet,TN,36.20005849,-86.51860808
1429,MURFREESBOROTN.GOV,City,Non-Federal Agency,Murfreesboro,TN,35.84561594,-86.39026597
1448,NASHVILLE.GOV,City,Non-Federal Agency,Nashville,TN,36.16588852,-86.78443999
1513,NOLENSVILLETN.GOV,City,Non-Federal Agency,Nolensville,TN,35.95228797,-86.6694392
1564,OAKRIDGETN.GOV,City,Non-Federal Agency,"Oak Ridge, TN 37830 United States",TN, TN,36.62184254
1577,OLIVERSPRINGS-TN.GOV,City,Non-Federal Agency,Oliver Springs,TN,36.04451629,-84.34436952
1609,PARISTN.GOV,City,Non-Federal Agency,Paris,TN,36.30199694,-88.32670964
1732,REDBANKTN.GOV,City,Non-Federal Agency,Red Bank,TN,35.11228901,-85.29412724
1743,RHEACOUNTYTN.GOV,City,Non-Federal Agency,Dayton,TN,35.49395864,-85.01244774
1884,SIGNALMOUNTAINTN.GOV,City,Non-Federal Agency,Signal Mountain,TN,35.1225661,-85.34384783
1900,SODDY-DAISY-TN.GOV,City,Non-Federal Agency,Soddy-Daisy,TN,35.23589754,-85.19078941
1901,SODDY-DAISYTN.GOV,City,Non-Federal Agency,Soddy-Daisy,TN,35.23589754,-85.19078941
1902,SODDYDAISY-TN.GOV,City,Non-Federal Agency,Soddy-Daisy,TN,35.23589754,-85.19078941
1903,SODDYDAISYTN.GOV,City,Non-Federal Agency,Soddy-daisy,TN,35.23589754,-85.19078941
1909,SOMERVILLETN.GOV,City,Non-Federal Agency,Town of Somerville,TN,35.23401671,-89.38050713
1926,SOUTHPITTSBURG-TN.GOV,City,Non-Federal Agency,South Pittsburg,TN,35.01229889,-85.70440983
1987,SURGOINSVILLETN.GOV,City,Non-Federal Agency,Surgoinsville,TN,36.47092995,-82.85182947
2052,TOWNOFMONTEAGLE-TN.GOV,City,Non-Federal Agency,Monteagle,TN,35.24007767,-85.83969933
2066,TOWNOFSMYRNA-TN.GOV,City,Non-Federal Agency,Smyrna,TN,35.98283576,-86.51859908
2098,TULLAHOMATN.GOV,City,Non-Federal Agency,Tullahoma,TN,35.36201685,-86.20942702
2115,UNIONCITYTN.GOV,City,Non-Federal Agency,UNION CITY,TN,36.42422859,-89.05700833
2175,WALDENTN.GOV,City,Non-Federal Agency,Signal Mountain,TN,35.1225661,-85.34384783
2244,WESTMORELANDTN.GOV,City,Non-Federal Agency,Westmoreland,TN,36.56198837,-86.24803809
