,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
1094,JONESVILLENC.GOV,City,Non-Federal Agency,Jonesville,NC,36.2392995,-80.84451709
1098,KANNAPOLISNC.GOV,City,Non-Federal Agency,Concord,NC,35.40874971,-80.57950861
1117,KINSTONNC.GOV,City,Non-Federal Agency,Kinston,NC,35.26265667,-77.58163613
1121,KITTYHAWKNC.GOV,City,Non-Federal Agency,Kitty Hawk,NC,36.06460701,-75.7057256
1122,KNIGHTDALENC.GOV,City,Non-Federal Agency,Knightdale,NC,35.78764758,-78.48055736
1140,LAKEPARKNC.GOV,City,Non-Federal Agency,Indian Trail,NC,35.07680966,-80.66923964
1183,LENOIR-NC.GOV,City,Non-Federal Agency,Lenoir,NC,35.91401887,-81.53897647
1192,LEXINGTONNC.GOV,City,Non-Federal Agency,Lexington,NC,35.82402685,-80.25337755
1271,MAIDENNC.GOV,City,Non-Federal Agency,Maiden,NC,35.57568939,-81.2117475
1315,MATTHEWSNC.GOV,City,Non-Federal Agency,Matthews,NC,35.11680661,-80.72367581
1358,MIDWAY-NC.GOV,City,Non-Federal Agency,Winston-Salem,NC,36.09985688,-80.24421636
1386,MOCKSVILLENC.GOV,City,Non-Federal Agency,Mocksville,NC,35.89402714,-80.56144721
1401,MOORESVILLE-NC.GOV,City,Non-Federal Agency,Mooresville,NC,35.58485958,-80.81006815
1404,MORGANTONNC.GOV,City,Non-Federal Agency,Morganton,NC,35.74540983,-81.68481752
1440,NAGSHEADNC.GOV,City,Non-Federal Agency,Nags Head,NC,35.95738602,-75.62405784
1493,NEWTONNC.GOV,City,Non-Federal Agency,Newton,NC,35.66985703,-81.22146664
1646,PINEHURSTNC.GOV,City,Non-Federal Agency,Pinehurst,NC,35.19542813,-79.46947961
1649,PINEVILLENC.GOV,City,Non-Federal Agency,Pineville,NC,35.08319909,-80.89229835
1650,PITTSBORONC.GOV,City,Non-Federal Agency,Pittsboro,NC,35.72014907,-79.17723954
1716,RALEIGHNC.GOV,City,Non-Federal Agency,Raleigh,NC,35.77209696,-78.63860584
1737,REIDSVILLENC.GOV,City,Non-Federal Agency,Reidsville,NC,36.35485825,-79.66446981
1751,RICHLANDSNC.GOV,City,Non-Federal Agency,Richlands,NC,34.89932741,-77.54662924
1782,ROCKWELLNC.GOV,City,Non-Federal Agency,Rockwell,NC,35.55124756,-80.40644946
1785,ROCKYMOUNTNC.GOV,City,Non-Federal Agency,Rocky Mount,NC,35.93820872,-77.7905256
1788,ROLESVILLENC.GOV,City,Non-Federal Agency,Rolesville,NC,35.92320705,-78.45749691
1820,SALISBURYNC.GOV,City,Non-Federal Agency,Salisbury,NC,35.67096844,-80.47422695
1941,SPRUCEPINE-NC.GOV,City,Non-Federal Agency,Spruce Pine,NC,35.91539575,-82.06455683
1945,STARNC.GOV,City,Non-Federal Agency,Star,NC,35.4020768,-79.78419968
1983,SUNSETBEACHNC.GOV,City,Non-Federal Agency,Sunset Beach,NC,33.8807258,-78.51222555
1986,SURFCITYNC.GOV,City,Non-Federal Agency,Surf City,NC,34.42710781,-77.54607579
2013,THOMASVILLE-NC.GOV,City,Non-Federal Agency,Thomasville,NC,35.88263865,-80.08198776
2033,TOWNOFBLOWINGROCKNC.GOV,City,Non-Federal Agency,Blowing Rock,NC,36.13512925,-81.67760916
2036,TOWNOFCARRBORONC.GOV,City,Non-Federal Agency,Carrboro,NC,35.91013571,-79.07528759
2037,TOWNOFCARYNC.GOV,City,Non-Federal Agency,Cary,NC,35.79153974,-78.78111719
2039,TOWNOFCLAYTONNC.GOV,City,Non-Federal Agency,Clayton,NC,35.65070673,-78.45638551
2053,TOWNOFNASHVILLENC.GOV,City,Non-Federal Agency,Nashville,NC,35.97459699,-77.96553757
2063,TOWNOFROBERSONVILLE-NC.GOV,City,Non-Federal Agency,Robersonville,NC,35.82515625,-77.24912914
2071,TOWNOFVASSNC.GOV,City,Non-Federal Agency,Vass,NC,35.25626724,-79.28224672
2081,TRINITY-NC.GOV,City,Non-Federal Agency,Trinity,NC,35.89457609,-79.99086634
2085,TROUTMANNC.GOV,City,Non-Federal Agency,Troutman,NC,35.7006883,-80.88812722
2156,VILLAGEOFMISENHEIMERNC.GOV,City,Non-Federal Agency,Misenheimer,NC,35.48485595,-80.28838894
2161,VILLAGEOFPINEHURSTNC.GOV,City,Non-Federal Agency,Pinehurst,NC,35.19542813,-79.46947961
2174,WAKEFORESTNC.GOV,City,Non-Federal Agency,WAKE FOREST,NC,35.97986603,-78.50971928
2190,WASHINGTON-WARRENAIRPORT-NC.GOV,City,Non-Federal Agency,WASHINGTON,NC,35.54654998,-77.05216812
2209,WAYNESVILLENC.GOV,City,Non-Federal Agency,Waynesville,NC,35.48870761,-82.98874782
2301,WOODFIN-NC.GOV,City,Non-Federal Agency,Woodfin,NC,35.63343727,-82.58206940000001
