,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
1257,LYNCHBURGVA.GOV,City,Non-Federal Agency,Lynchburg,VA,37.41374929,-79.14224615
1277,MANASSASPARKVA.GOV,City,Non-Federal Agency,Manassas Park,VA,38.78399919,-77.46970856
1278,MANASSASVA.GOV,City,Non-Federal Agency,Manassas,VA,38.75094963,-77.47526557
1310,MARTINSVILLE-VA.GOV,City,Non-Federal Agency,Martinsville,VA,36.69152737,-79.87253584
1349,MIDDLEBURGVA.GOV,City,Non-Federal Agency,Middleburg,VA,38.9687168,-77.73554947
1355,MIDDLETOWNVA.GOV,City,Non-Federal Agency,Middletown,VA,39.02760758,-78.28055911
1487,NEWPORTNEWSVA.GOV,City,Non-Federal Agency,Newport News,VA,36.97875939,-76.42799699999999
1507,NNVA.GOV,City,Non-Federal Agency,Newport News,VA,36.97875939,-76.42799699999999
1514,NORFOLK.GOV,City,Non-Federal Agency,Norfolk,VA,36.84680859,-76.28521567
1516,NORFOLKVA.GOV,City,Non-Federal Agency,Norfolk,VA,36.84680859,-76.28521567
1544,NORTONVA.GOV,City,Non-Federal Agency,Norton,VA,36.93342591,-82.62904973
1567,OCCOQUANVA.GOV,City,Non-Federal Agency,Occoquan,VA,38.68372559,-77.26025665
1633,PETERSBURGVA.GOV,City,Non-Federal Agency,Petersburg,VA,37.22792927,-77.40192658
1680,POQUOSON-VA.GOV,City,Non-Federal Agency,Poquioson,VA,37.12236864,-76.3457758
1692,PORTSMOUTHVA.GOV,City,Non-Federal Agency,Portsmouth,VA,36.8354291,-76.29826902
1693,PORTSMOUTHVIRGINIA.GOV,City,Non-Federal Agency,Portsmouth,VA,36.8354291,-76.29826902
1695,POWHATANVA.GOV,City,Non-Federal Agency,Powhatan,VA,37.33986584,-79.24779778
1712,PURCELLVILLEVA.GOV,City,Non-Federal Agency,Purcellville,VA,39.13676789,-77.71471632
1715,RADFORDVA.GOV,City,Non-Federal Agency,Radford,VA,37.13178631,-80.57644888
1738,REMINGTON-VA.GOV,City,Non-Federal Agency,Remington,VA,38.5337359,-77.80832602
1750,RICHLANDS-VA.GOV,City,Non-Federal Agency,Richlands,VA,37.09316623,-81.79372586
1768,ROANOKEVA.GOV,City,Non-Federal Agency,Roanoke,VA,37.27096796,-79.94142923
1818,SALEMVA.GOV,City,Non-Federal Agency,Salem,VA,37.29346596,-80.05475617
1893,SMITHFIELDVA.GOV,City,Non-Federal Agency,Smithfield,VA,36.98236807,-76.63106848
1973,SUFFOLK-VA.GOV,City,Non-Federal Agency,Suffolk,VA,36.72820812,-76.5835572
1998,TAPPAHANNOCK-VA.GOV,City,Non-Federal Agency,Tappahannock,VA,37.92540788,-76.85912625
2046,TOWNOFHURTVA.GOV,City,Non-Federal Agency,HURT,VA,37.09263978,-79.29640697
2056,TOWNOFORANGEVA.GOV,City,Non-Federal Agency,Orange,VA,38.24540599,-78.11082967
2059,TOWNOFPENNINGTONVA.GOV,City,Non-Federal Agency,Pennington Gap,VA,36.75841844,-83.02710691
2070,TOWNOFTROUTVILLE-VA.GOV,City,Non-Federal Agency,Troutville,VA,37.41818589,-79.87475864
2074,TOWNOFWASHINGTONVA.GOV,City,Non-Federal Agency,Washington,VA,38.71344995,-78.15943886
2076,TOWNOFWOODSTOCKVA.GOV,City,Non-Federal Agency,Woodstock,VA,38.88177552,-78.50583612
2126,URBANNAVA.GOV,City,Non-Federal Agency,Urbanna,VA,37.63763592,-76.57439601
2143,VIENNAVA.GOV,City,Non-Federal Agency,VIENNA,VA,38.90121829,-77.26525571
2167,VINTONVA.GOV,City,Non-Federal Agency,Vinton,VA,37.28096607,-79.89697767
2188,WARRENTONVA.GOV,City,Non-Federal Agency,Warrenton,VA,38.71344995,-77.79526817
2194,WASHINGTONVA.GOV,City,Non-Federal Agency,Washington,VA,38.71344995,-78.15943886
2196,WASHINGTONVIRGINIA.GOV,City,Non-Federal Agency,Washington,VA,38.71344995,-78.15943886
2274,WILLIAMSBURGVA.GOV,City,Non-Federal Agency,Williamsburg,VA,37.27069798,-76.7074582
2288,WINCHESTERVA.GOV,City,Non-Federal Agency,Winchester,VA,39.18565605,-78.16332651
2292,WINDSOR-VA.GOV,City,Non-Federal Agency,Windsor,VA,36.8084765,-76.74411645
