,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
893,GOSHENCT.GOV,City,Non-Federal Agency,Goshen,CT,41.83175874,-73.22510922
896,GRANBY-CT.GOV,City,Non-Federal Agency,Granby,CT,41.95398589,-72.78870645
925,GROTON-CT.GOV,City,Non-Federal Agency,Groton,CT,41.35009898,-72.07840848
969,HARTFORD.GOV,City,Non-Federal Agency,Hartford,CT,41.76370678,-72.68508964
1110,KILLINGLYCT.GOV,City,Non-Federal Agency,Danielson,CT,41.80259683,-71.88590656
1173,LEBANONCT.GOV,City,Non-Federal Agency,Lebanon,CT,41.63620609,-72.21257757
1255,LYMECT.GOV,City,Non-Federal Agency,Lyme,CT,41.41203599,-72.33674855
1281,MANCHESTERCT.GOV,City,Non-Federal Agency,Manchester,CT,41.7759277,-72.52147966
1289,MANSFIELDCT.GOV,City,Non-Federal Agency,Mansfield,CT,26.54040566,-97.42153658
1336,MERIDENCT.GOV,City,Non-Federal Agency,Meriden,CT,41.5381463,-72.80703782
1353,MIDDLETOWN-CT.GOV,City,Non-Federal Agency,Middletown,CT,41.56231815,-72.6506497
1354,MIDDLETOWNCT.GOV,City,Non-Federal Agency,Middletown,CT,41.56231815,-72.6506497
1363,MILFORD-CT.GOV,City,Non-Federal Agency,Milford,CT,41.22231932,-73.05649568
1451,NAUGATUCK-CT.GOV,City,Non-Federal Agency,Naugatuck,CT,41.48592843,-73.05065970000001
1465,NEWBRITAINCT.GOV,City,Non-Federal Agency,New Britain,CT,41.66120588,-72.77953626
1468,NEWCANAANCT.GOV,City,Non-Federal Agency,New Canaan,CT,41.14675753,-73.49483779
1474,NEWHAVENCT.GOV,City,Non-Federal Agency,New Haven,CT,41.3081492,-72.92815807
1477,NEWINGTONCT.GOV,City,Non-Federal Agency,Newington,CT,41.69787762,-72.72370971
1494,NEWTOWN-CT.GOV,City,Non-Federal Agency,Newtown,CT,41.41397981,-73.30344727
1534,NORTHHAVEN-CT.GOV,City,Non-Federal Agency,North Haven,CT,41.39092836,-72.85953916
1541,NORTHSTONINGTONCT.GOV,City,Non-Federal Agency,North Stonington,CT,41.44092792,-71.88117748
1575,OLDLYME-CT.GOV,City,Non-Federal Agency,Old Lyme,CT,41.31592901,-72.32896874
1576,OLDSAYBROOKCT.GOV,City,Non-Federal Agency,Old Saybrook,CT,41.29176616,-72.37619655
1584,ORANGE-CT.GOV,City,Non-Federal Agency,Orange,CT,41.27842934,-73.02565992
1595,OXFORD-CT.GOV,City,Non-Federal Agency,Oxford,CT,41.43398954,-73.11677683
1672,POMFRETCT.GOV,City,Non-Federal Agency,Pomfret Center,CT,41.88731981,-71.9620173
1784,ROCKYHILLCT.GOV,City,Non-Federal Agency,Rocky Hill,CT,41.66481905,-72.63925671
1817,SALEMCT.GOV,City,Non-Federal Agency,Salem,CT,41.49037853,-72.275356
1887,SIMSBURY-CT.GOV,City,Non-Federal Agency,Simsbury,CT,41.87592682,-72.80120634
1905,SOMERSCT.GOV,City,Non-Federal Agency,Somers,CT,41.98536611,-72.44619684
1918,SOUTHBURY-CT.GOV,City,Non-Federal Agency,Southbury,CT,41.48147832,-73.21316728
1943,STAMFORDCT.GOV,City,Non-Federal Agency,Stamford,CT,41.05342681,-73.53872689
1965,STONINGTON-CT.GOV,City,Non-Federal Agency,Stonington,CT,41.33592974,-71.90589828
2029,TORRINGTON-CT.GOV,City,Non-Federal Agency,Torrington,CT,41.8006485,-73.12121794
2091,TRUMBULL-CT.GOV,City,Non-Federal Agency,Trumbull,CT,41.242869,-73.20066739
2134,VERNON-CT.GOV,City,Non-Federal Agency,Vernon,CT,41.8187099,-72.47952988
2170,VOLUNTOWN.GOV,City,Non-Federal Agency,Voluntown,CT,41.57064691,-71.87034694
2179,WALLINGFORDCT.GOV,City,Non-Federal Agency,Wallingford,CT,41.45703649,-72.82315989
2236,WESTHARTFORDCT.GOV,City,Non-Federal Agency,West Hartford,CT,41.76203743,-72.74203659
2237,WESTHAVEN-CT.GOV,City,Non-Federal Agency,West Haven,CT,41.27064953,-72.9470474
2245,WESTONCT.GOV,City,Non-Federal Agency,Weston,CT,41.20092822,-73.38066942
2249,WESTPORTCT.GOV,City,Non-Federal Agency,Westport,CT,41.14148849,-73.35789694
2257,WETHERSFIELDCT.GOV,City,Non-Federal Agency,Wethersfield,CT,41.71426967,-72.65258902
2278,WILLINGTONCT.GOV,City,Non-Federal Agency,Willington,CT,41.88120935,-72.30201613
2303,WOODSTOCKCT.GOV,City,Non-Federal Agency,Woodstock,CT,41.94842889,-71.97395925
