,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
1427,MUNDELEIN-IL.GOV,City,Non-Federal Agency,Mundelein,IL,42.26307697,-88.00396678
1430,MURPHYSBORO-IL.GOV,City,Non-Federal Agency,Murphysboro,IL,37.76449766,-89.33508816
1502,NILES-IL.GOV,City,Non-Federal Agency,Niles,IL,42.01891963,-87.80283912
1520,NORRIDGE-IL.GOV,City,Non-Federal Agency,Norridge,IL,41.96335856,-87.82727646
1526,NORTHBROOKIL.GOV,City,Non-Federal Agency,Northbrook,IL,42.1275265,-87.82894581
1555,OAK-BROOK-IL.GOV,City,Non-Federal Agency,OAK BROOK,IL,41.83280715,-87.92894943
1562,OAKLAWN-IL.GOV,City,Non-Federal Agency,OAK LAWN,IL,41.71086797,-87.75810859
1605,PALOSHILLS-IL.GOV,City,Non-Federal Agency,Palos Hills,IL,41.69669873,-87.81699937
1713,QUINCYIL.GOV,City,Non-Federal Agency,Quincy,IL,39.9355955,-91.40986754
1772,ROCKFORD-IL.GOV,City,Non-Federal Agency,Rockford,IL,42.27112675,-89.09399955
1773,ROCKFORDIL.GOV,City,Non-Federal Agency,Rockford,IL,42.27112675,-89.09399955
1843,SAVANNA-IL.GOV,City,Non-Federal Agency,Savanna,IL,42.09446793,-90.15678724
1950,STCHARLESIL.GOV,City,Non-Federal Agency,St. Charles,IL,41.91418693,-88.30868874
1953,STERLING-IL.GOV,City,Non-Federal Agency,Sterling,IL,41.78863907,-89.69621711
1975,SUGARGROVEIL.GOV,City,Non-Federal Agency,Sugar Grove,IL,41.76141648,-88.44368576
2031,TOWERLAKES-IL.GOV,City,Non-Federal Agency,Tower Lakes,IL,42.23196673,-88.15201714
2127,UTICA-IL.GOV,City,Non-Federal Agency,Utica,IL,41.34058683,-89.01007750000001
2131,VBHIL.GOV,City,Non-Federal Agency,Barrington Hills,IL,42.14474647,-88.15562582
2146,VILLAGEOFCRESTWOODIL.GOV,City,Non-Federal Agency,Crestwood,IL,41.66113838,-87.75254709
2147,VILLAGEOFDUNLAP-IL.GOV,City,Non-Federal Agency,Dunlap,IL,40.86169882,-89.67870916
2166,VILLAGEOFWAUCONDA-IL.GOV,City,Non-Federal Agency,Wauconda,IL,42.25890584,-88.13924727
2204,WAUCONDA-IL.GOV,City,Non-Federal Agency,Wauconda,IL,42.25890584,-88.13924727
2205,WAUKEGANIL.GOV,City,Non-Federal Agency,Waukegan,IL,42.36362954,-87.84478890000001
2235,WESTFRANKFORT-IL.GOV,City,Non-Federal Agency,West Frankfort,IL,37.89782983,-88.93145597
2258,WHEELINGIL.GOV,City,Non-Federal Agency,Wheeling,IL,42.13918946,-87.92895843
2260,WHITECOUNTY-IL.GOV,City,Non-Federal Agency,Carmi,IL,38.0908762,-88.15864955
2282,WILLOWSPRINGS-IL.GOV,City,Non-Federal Agency,Willow Springs,IL,41.74086681,-87.86032602
2305,WOODSTOCKIL.GOV,City,Non-Federal Agency,Woodstock,IL,42.31473688,-88.44869831
