,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
636,DELAWARETOWNSHIPPA.GOV,City,Non-Federal Agency,Dingmans Ferry,PA,41.22008752,-74.87127914
653,DICKSONCITY-PA.GOV,City,Non-Federal Agency,Dickson City,PA,41.47146671,-75.60768829999999
667,DUBOISPA.GOV,City,Non-Federal Agency,DuBois,PA,50.95861834,4.6024055310000005
676,DUNMOREPA.GOV,City,Non-Federal Agency,Dunmore,PA,41.4197978,-75.63240909999999
681,DUSHOREPA.GOV,City,Non-Federal Agency,Dushore,PA,41.52423803,-76.40076992
689,EASTCOVENTRY-PA.GOV,City,Non-Federal Agency,Pottstown,PA,40.24536601,-75.64962907
698,EASTON-PA.GOV,City,Non-Federal Agency,Easton,PA,40.6884282,-75.22072713
822,FRANKLINPA.GOV,City,Non-Federal Agency,Franklin,PA,41.39783975,-79.83143649
870,GETTYSBURG-PA.GOV,City,Non-Federal Agency,Gettysburg,PA,39.83092579,-77.23109924
911,GREENCASTLEPA.GOV,City,Non-Federal Agency,Greencastle,PA,39.79036639,-77.72776966
957,HARMARTOWNSHIP-PA.GOV,City,Non-Federal Agency,Freeport,PA,40.67394848,-79.6847675
962,HARRISBURGPA.GOV,City,Non-Federal Agency,Harrisburg,PA,40.2737,-76.88441850000001
968,HARRISONTWP-PA.GOV,City,Non-Federal Agency,Natrona Heights,PA,40.62339997,-79.72976801
1036,HULMEVILLE-PA.GOV,City,Non-Federal Agency,Hulmeville,PA,40.14316658,-74.91099712
1078,JACKSONTOWNSHIP-PA.GOV,City,Non-Federal Agency,Myerstown,PA,40.37453605,-76.30272812
1079,JACKSONTOWNSHIPPA.GOV,City,Non-Federal Agency,Jackson Township,PA,40.37533698,-76.33366737
1080,JACKSONTWP-PA.GOV,City,Non-Federal Agency,Reeders,PA,41.01897787,-75.3360159
1128,LACKAWAXENTOWNSHIPPA.GOV,City,Non-Federal Agency,Hawley,PA,41.47591682,-75.18211606
1154,LANTABUS-PA.GOV,City,Non-Federal Agency,Allentown,PA,40.6084298,-75.49017672
1212,LOCKHAVENPA.GOV,City,Non-Federal Agency,Lock Haven,PA,41.13700689,-77.44692709
1218,LOGANTOWNSHIP-PA.GOV,City,Non-Federal Agency,Altoona,PA,40.51867626,-78.39473648
1221,LONDONBRITAINTOWNSHIP-PA.GOV,City,Non-Federal Agency,Landenberg,PA,39.77732655,-75.77132977
1249,LOWERPAXTON-PA.GOV,City,Non-Federal Agency,Harrisburg,PA,40.2737,-76.88441850000001
1320,MCKEESPORT-PA.GOV,City,Non-Federal Agency,McKeesport,PA,40.34784892,-79.86421608
1417,MOUNTPOCONO-PA.GOV,City,Non-Federal Agency,Mount Pocono,PA,41.12202772,-75.36462886
1444,NARBERTHPA.GOV,City,Non-Federal Agency,Narberth,PA,40.00844854,-75.26045861
1453,NAZARETHBOROUGHPA.GOV,City,Non-Federal Agency,Nazareth,PA,40.74037609,-75.30961675
1470,NEWCASTLEPA.GOV,City,Non-Federal Agency,New Castle,PA,41.00366572,-80.34700974
1496,NEWTOWNPA.GOV,City,Non-Federal Agency,Newtown,PA,40.22927994,-74.93682933
1536,NORTHLEBANONTWPPA.GOV,City,Non-Federal Agency,Lebanon,PA,40.34092853,-76.41134848
1542,NORTHUNIONTOWNSHIP-PA.GOV,City,Non-Federal Agency,Lemont Furnace,PA,39.9142359,-79.66975684
1636,PHILA.GOV,City,Non-Federal Agency,Philadelphia,PA,39.95233852,-75.16378919
1652,PITTSBURGHPA.GOV,City,Non-Federal Agency,Pittsburgh,PA,40.44061719,-79.99588790000001
1666,PLUMSTEAD.GOV,City,Non-Federal Agency,Plumsteadville,PA,40.38732842,-75.14655572
1670,POCONOPA.GOV,City,Non-Federal Agency,Tannersville,PA,41.04008999,-75.30573809
1694,POTTERTWP-PA.GOV,City,Non-Federal Agency,Monaca,PA,40.6872898,-80.27144794
1728,READINGPA.GOV,City,Non-Federal Agency,Reading,PA,40.335646,-75.92686747
1769,ROBINSONPA.GOV,City,Non-Federal Agency,McDonald,PA,40.37089587,-80.2347762
1852,SCRANTONPA.GOV,City,Non-Federal Agency,Scranton,PA,41.40896726,-75.66240794
1891,SLIPPERYROCKBOROUGHPA.GOV,City,Non-Federal Agency,Slippery Rock,PA,41.06394687,-80.05644802
1911,SOUTHABINGTONPA.GOV,City,Non-Federal Agency,Chinchilla,PA,41.47507989,-75.67712613
1931,SPRINGCITYPA.GOV,City,Non-Federal Agency,Spring City,PA,40.1767696,-75.54768612
1946,STATECOLLEGEPA.GOV,City,Non-Federal Agency,State College,PA,40.79339938,-77.85999943
1960,STMARYSPA.GOV,City,Non-Federal Agency,St. Marys,PA,41.42783858,-78.56085724
2021,TOBYHANNATWPPA.GOV,City,Non-Federal Agency,Pocono Pines,PA,41.10674708,-75.4543464
2124,UPPERUWCHLAN-PA.GOV,City,Non-Federal Agency,Chester Springs,PA,40.09509735,-75.61686748
2136,VERNONTWP-PA.GOV,City,Non-Federal Agency,Meadville,PA,41.64143913,-80.15144809
2187,WARRENPA.GOV,City,Non-Federal Agency,Warren,PA,41.84394816,-79.14503590000001
2193,WASHINGTONPA.GOV,City,Non-Federal Agency,Washington,PA,40.17395735,-80.24616919
2208,WAYNESBURGPA.GOV,City,Non-Federal Agency,Waynesburg,PA,39.89645798,-80.17922863
2211,WEATHERLYPA.GOV,City,Non-Federal Agency,Weatherly,PA,40.94174672,-75.82963559999999
2269,WILKINSBURGPA.GOV,City,Non-Federal Agency,Wilkinsburg,PA,40.44173759,-79.8819895
2290,WINDGAP-PA.GOV,City,Non-Federal Agency,Wind Gap,PA,40.84814602,-75.29156885
