,Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
1314,MASTICBEACHVILLAGENY.GOV,City,Non-Federal Agency,Mastic Beach,NY,40.76676625,-72.85204733
1325,MECHANICVILLENY.GOV,City,Non-Federal Agency,Mechanicville,NY,42.90284819,-73.6873397
1360,MILAN-NY.GOV,City,Non-Federal Agency,Milan,NY,41.95342794,-73.79207691
1375,MINEOLA-NY.GOV,City,Non-Federal Agency,Mineola,NY,40.7492673,-73.64067884
1415,MOUNTKISCONY.GOV,City,Non-Federal Agency,Mount Kisco,NY,41.20425792,-73.72707568
1497,NEWWINDSOR-NY.GOV,City,Non-Federal Agency,New Windsor,NY,41.47675824,-74.02374785
1499,NIAGARAFALLSNY.GOV,City,Non-Federal Agency,Niagara Falls,NY,43.09449969,-79.05670874
1500,NIAGARAFALLSNYCARTS.GOV,City,Non-Federal Agency,Niagara Falls,NY,43.09449969,-79.05670874
1505,NISSEQUOGUENY.GOV,City,Non-Federal Agency,St. James,NY,40.87898629,-73.15677828
1535,NORTHHEMPSTEADNY.GOV,City,Non-Federal Agency,MANHASSET,NY,40.79787649,-73.69956962
1537,NORTHPORTNY.GOV,City,Non-Federal Agency,Northport,NY,40.90092634,-73.34316974
1552,NYACK-NY.GOV,City,Non-Federal Agency,Nyack,NY,41.09064751,-73.91790824
1553,NYC-NY.GOV,City,Non-Federal Agency,Brooklyn,NY,40.6500961,-73.94957643
1554,NYC.GOV,City,Non-Federal Agency,Brooklyn,NY,40.6500961,-73.94957643
1596,OYSTERBAY-NY.GOV,City,Non-Federal Agency,Oyster Bay,NY,40.86564947,-73.53206748
1642,PIERMONT-NY.GOV,City,Non-Federal Agency,Piermont,NY,41.04203832,-73.91818722
1647,PINEPLAINS-NY.GOV,City,Non-Federal Agency,Pine Plains,NY,41.9798091,-73.65595949
1656,PLANDOMEHEIGHTS-NY.GOV,City,Non-Federal Agency,Manhasset,NY,40.79787649,-73.69956962
1663,PLEASANTVALLEY-NY.GOV,City,Non-Federal Agency,Pleasant Valley,NY,41.74453848,-73.82123882
1664,PLEASANTVILLE-NY.GOV,City,Non-Federal Agency,Pleasantville,NY,41.13286726,-73.79262586
1674,POMPEY-NY.GOV,City,Non-Federal Agency,MANLIUS,NY,43.0020059,-75.97685804
1717,RAMAPO-NY.GOV,City,Non-Federal Agency,Suffern,NY,41.11481936,-74.14958818
1741,RENSSELAERNY.GOV,City,Non-Federal Agency,Rensselaer,NY,42.64257779,-73.74289627
1744,RHINEBECK-NY.GOV,City,Non-Federal Agency,Rhinebeck,NY,41.92675881,-73.91263921
1745,RHINEBECKNY.GOV,City,Non-Federal Agency,Rhinebeck,NY,41.92675881,-73.91263921
1791,ROME-NY.GOV,City,Non-Federal Agency,Rome,NY,43.21284819,-75.45572778
1796,ROSLYNNY.GOV,City,Non-Federal Agency,Roslyn,NY,40.79981581,-73.65095593
1808,RYENY.GOV,City,Non-Federal Agency,Rye,NY,40.98064577,-73.68373552
1809,SACKETSHARBOR-NY.GOV,City,Non-Federal Agency,Sackets Harbor,NY,43.94616611,-76.11908592
1811,SADDLEROCKNY.GOV,City,Non-Federal Agency,SADDLE ROCK,NY,40.79426781,-73.74846678
1813,SAGHARBORNY.GOV,City,Non-Federal Agency,Sag Harbor,NY,40.99787924,-72.29257597
1837,SARANACLAKENY.GOV,City,Non-Federal Agency,Saranac Lake,NY,44.3294961,-74.13126581
1840,SAUGERTIESNY.GOV,City,Non-Federal Agency,Saugerties,NY,42.07758993,-73.95290614
1846,SCHENECTADYNY.GOV,City,Non-Federal Agency,Schenectady,NY,42.81423756,-73.93956932
1854,SEACLIFF-NY.GOV,City,Non-Federal Agency,Sea Cliff,NY,40.84898745,-73.64484997
1890,SLEEPYHOLLOWNY.GOV,City,Non-Federal Agency,Sleepy Hollow,NY,41.08564845,-73.85846852
1895,SMITHTOWNNY.GOV,City,Non-Federal Agency,Smithtown,NY,40.85592583,-73.20066739
1913,SOUTHAMPTONTOWNNY.GOV,City,Non-Federal Agency,Southampton,NY,40.88426882,-72.38952887
1919,SOUTHEAST-NY.GOV,City,Non-Federal Agency,BREWSTER,NY,41.39731779,-73.61706944
1923,SOUTHOLDTOWNNY.GOV,City,Non-Federal Agency,Southold,NY,41.0648198,-72.42619611
2032,TOWNOFBETHLEHEM-NY.GOV,City,Non-Federal Agency,Delmar,NY,42.62201911,-73.83261831
2038,TOWNOFCATSKILLNY.GOV,City,Non-Federal Agency,Catskill,NY,42.21730703,-73.86456998
2041,TOWNOFHALFMOON-NY.GOV,City,Non-Federal Agency,Halfmoon,NY,42.82757887,-73.71789649
2045,TOWNOFHOUNSFIELD-NY.GOV,City,Non-Federal Agency,Watertown,NY,43.97477907,-75.9107589
2047,TOWNOFISLIP-NY.GOV,City,Non-Federal Agency,Islip,NY,40.72981553,-73.21038653
2048,TOWNOFKEENENY.GOV,City,Non-Federal Agency,Keene,NY,44.2561571,-73.79208591
2055,TOWNOFNORTHEASTNY.GOV,City,Non-Federal Agency,Millerton,NY,41.95369792,-73.51067638
2057,TOWNOFOYSTERBAY-NY.GOV,City,Non-Federal Agency,Oyster Bay,NY,40.86564947,-73.53206748
2058,TOWNOFPALERMONY.GOV,City,Non-Federal Agency,FULTON,NY,43.32284992,-76.41715747
2060,TOWNOFPOUGHKEEPSIE-NY.GOV,City,Non-Federal Agency,POUGHKEEPSIE,NY,41.7003659,-73.92096797
2061,TOWNOFRAMAPO-NY.GOV,City,Non-Federal Agency,Suffern,NY,41.11481936,-74.14958818
2062,TOWNOFRIVERHEADNY.GOV,City,Non-Federal Agency,Riverhead,NY,40.91703941,-72.66203819
2072,TOWNOFWALWORTHNY.GOV,City,Non-Federal Agency,Walworth,NY,43.13922572,-77.27220759
2075,TOWNOFWILLSBORONY.GOV,City,Non-Federal Agency,Willsboro,NY,44.35726763,-73.39206691
2088,TROYNY.GOV,City,Non-Federal Agency,Troy,NY,42.72840767,-73.69178981
2090,TRUMANSBURG-NY.GOV,City,Non-Federal Agency,Trumansburg,NY,42.54228619,-76.66605738
2101,TUPPERLAKENY.GOV,City,Non-Federal Agency,Tupper Lake,NY,44.22394896,-74.46405628
2106,TUXEDOPARK-NY.GOV,City,Non-Federal Agency,Sloatsburg,NY,41.15453734,-74.19291934
2144,VILLAGEOFBABYLONNY.GOV,City,Non-Federal Agency,Babylon,NY,40.69565906,-73.32567979999999
2145,VILLAGEOFCAMILLUS-NY.GOV,City,Non-Federal Agency,CAMILLUS,NY,43.03922659,-76.304096
2148,VILLAGEOFGOSHEN-NY.GOV,City,Non-Federal Agency,Goshen,NY,41.40203787,-74.32431668
2149,VILLAGEOFGOUVERNEURNY.GOV,City,Non-Federal Agency,Gouverneur,NY,44.33672696,-75.46298564
2150,VILLAGEOFHEMPSTEADNY.GOV,City,Non-Federal Agency,Hemsptead,NY,40.70620612,-73.61873879
2151,VILLAGEOFKENSINGTONNY.GOV,City,Non-Federal Agency,Great Neck,NY,40.80065724,-73.72845705
2152,VILLAGEOFLINDENHURSTNY.GOV,City,Non-Federal Agency,Lindenhurst,NY,40.68676784,-73.37344756
2153,VILLAGEOFMAMARONECKNY.GOV,City,Non-Federal Agency,Mamaroneck,NY,40.9487076,-73.73262818
2160,VILLAGEOFPHOENIX-NY.GOV,City,Non-Federal Agency,Phoenix,NY,43.23117956,-76.30075729
2162,VILLAGEOFQUOGUENY.GOV,City,Non-Federal Agency,Quogue,NY,40.82315974,-72.60953685
2163,VILLAGEOFRHINEBECKNY.GOV,City,Non-Federal Agency,Rhinebeck,NY,41.92675881,-73.91263921
2164,VILLAGEOFSCOTIANY.GOV,City,Non-Federal Agency,Scotia,NY,42.82646747,-73.96428563
2183,WAPPINGERSFALLSNY.GOV,City,Non-Federal Agency,Wappingers Falls,NY,41.59647912,-73.91096986
2195,WASHINGTONVILLE-NY.GOV,City,Non-Federal Agency,Washingtonville,NY,41.42786558,-74.16597573
2202,WATERTOWN-NY.GOV,City,Non-Federal Agency,Watertown,NY,43.97477907,-75.9107589
2262,WHITEPLAINSNY.GOV,City,Non-Federal Agency,White Plains,NY,41.03398853,-73.762906
2317,YONKERSNY.GOV,City,Non-Federal Agency,Yonkers,NY,40.93120865,-73.89874894
